Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;1.00;1.10;1.00;1.00;"14/02/2024 16:50";CET;6716;6986.98;1.00;14/02/2024
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;54.92;55.60;54.92;55.38;"14/02/2024 17:36";CET;296110;16389171.62;55.38;14/02/2024
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;12.30;12.85;12.30;12.65;"14/02/2024 17:19";CET;2199;27805.20;12.65;14/02/2024
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.24;0.24;0.24;0.24;"07/02/2024 11:30";CET;5300;1272.00;0.24;14/02/2024
"EDUFORM ACTION";FR0010882886;MLEFA;"Euronext Access Paris";EUR;0.67;0.67;0.67;0.67;"14/02/2024 11:30";CET;15000;10050.00;0.67;14/02/2024
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;0.20;0.20;0.20;0.20;"09/02/2024 11:30";CET;95;19.00;0.20;14/02/2024
EGIDE;FR0000072373;ALGID;"Euronext Growth Paris";EUR;0.66;0.67;0.612;0.64;"14/02/2024 17:23";CET;45926;29493.174;0.64;14/02/2024
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;95.76;96.40;95.56;96.06;"14/02/2024 17:35";CET;176195;16928648.42;96.06;14/02/2024
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;4.315;4.48;4.31;4.39;"14/02/2024 17:35";CET;134964;598595.745;4.39;14/02/2024
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;106.00;106.50;104.50;106.50;"14/02/2024 13:32";CET;78;8270.50;106.50;14/02/2024
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.30;3.30;3.30;3.30;"13/02/2024 16:30";CET;4283;14133.90;3.30;14/02/2024
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;2.614;2.664;2.594;2.654;"14/02/2024 17:35";CET;268227;707369.912;2.654;14/02/2024
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;20.62;20.82;20.60;20.76;"14/02/2024 17:36";CET;129030;2674187.10;20.76;14/02/2024
ELIX;ES0105726006;MLERH;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;20.00;14/02/2024
EMBENTION;ES0105639001;MLUAV;"Euronext Access Paris";EUR;7.70;7.70;7.70;7.70;"13/09/2023 16:30";CET;100;770.00;7.70;14/02/2024
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1.14;1.165;1.00;1.115;"14/02/2024 17:17";CET;26352;27555.935;1.115;14/02/2024
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3.08;3.08;3.08;3.08;"14/02/2024 09:00";CET;1;3.08;3.08;14/02/2024
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;0.672;0.672;0.642;0.658;"14/02/2024 16:41";CET;5087;3334.954;0.658;14/02/2024
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0.0109;0.0114;0.0106;0.0107;"14/02/2024 17:35";CET;16271604;178873.179;0.0107;14/02/2024
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;0.578;0.596;0.572;0.588;"14/02/2024 17:35";CET;62930;36634.07;0.588;14/02/2024
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;14.32;14.50;14.30;14.376;"14/02/2024 17:36";CET;6060546;87158357.466;14.376;14/02/2024
ENIBLOCK;FR001400C2Z4;ALENI;"Euronext Growth Paris";EUR;0.406;0.406;0.406;0.406;"19/01/2024 09:00";CET;1;0.41;0.406;14/02/2024
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;1.74;1.78;1.725;1.78;"14/02/2024 16:48";CET;7783;13754.435;1.78;14/02/2024
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;8.16;8.30;8.00;8.20;"14/02/2024 17:38";CET;3748;30486.74;8.20;14/02/2024
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;0.826;0.83;0.82;0.82;"14/02/2024 16:59";CET;4109;3394.682;0.82;14/02/2024
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;4.06;4.06;4.06;4.06;"30/01/2024 11:30";CET;10;40.60;4.06;14/02/2024
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;4.96;4.96;4.94;4.94;"14/02/2024 15:36";CET;596;2953.34;4.94;14/02/2024
EQUASENS;FR0012882389;EQS;"Euronext Paris";EUR;49.90;49.90;48.25;48.35;"14/02/2024 17:35";CET;8216;400239.00;48.35;14/02/2024
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;63.00;63.60;62.20;63.30;"14/02/2024 17:35";CET;23435;1474045.55;63.30;14/02/2024
EROLD;FR0010211037;ALPLA;"Euronext Growth Paris";EUR;0.16;0.16;0.15;0.16;"28/09/2023 17:07";CET;10775;1719.30;0.16;14/02/2024
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;152.00;156.80;151.00;155.80;"14/02/2024 17:35";CET;8055;1245977.90;155.80;14/02/2024
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;187.80;191.00;187.80;190.72;"14/02/2024 17:36";CET;306083;58291721.30;190.72;14/02/2024
ESSO;FR0000120669;ES;"Euronext Paris";EUR;63.35;69.65;62.55;69.65;"14/02/2024 17:35";CET;34915;2327948.35;69.65;14/02/2024
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.262;0.262;0.262;0.262;"13/02/2024 16:30";CET;200;52.40;0.262;14/02/2024
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;3.44;3.44;3.44;3.44;"14/12/2022 09:00";CET;1;3.44;3.44;14/02/2024
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;76.95;78.00;76.90;76.95;"14/02/2024 17:35";CET;98075;7563657.80;76.95;14/02/2024
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3.50;3.50;3.50;3.50;"07/02/2024 16:20";CET;46296;162036.00;3.50;14/02/2024
EUROAPI;FR0014008VX5;EAPI;"Euronext Paris";EUR;6.32;6.502;6.32;6.45;"14/02/2024 17:35";CET;152700;983980.238;6.45;14/02/2024
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;16.56;16.78;16.56;16.78;"14/02/2024 17:35";CET;635;10588.68;16.78;14/02/2024
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;25000.00;25000.00;25000.00;25000.00;"02/11/2023 16:30";CET;1;25000.00;25000.00;14/02/2024
"EUROFINS SCIE.NV24";FR001400M7C0;ERFNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;58.98;14/02/2024
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;54.10;55.20;53.92;55.14;"14/02/2024 17:35";CET;287615;15763804.20;55.14;14/02/2024
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;2.50;2.50;2.50;2.50;"13/02/2024 16:30";CET;110;275.00;2.50;14/02/2024
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-;1320.00;14/02/2024
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;79.05;79.55;78.80;79.25;"14/02/2024 17:36";CET;126034;9980770.75;79.25;14/02/2024
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.393;0.393;0.368;0.368;"14/02/2024 17:35";CET;10349;3964.17;0.368;14/02/2024
EUROPLASMA;FR001400CF13;ALEUP;"Euronext Growth Paris";EUR;0.0015;0.0017;0.0014;0.0017;"14/02/2024 17:37";CET;160056368;250692.7432;0.0017;14/02/2024
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;3.81;3.96;3.81;3.932;"14/02/2024 17:35";CET;155363;605899.668;3.932;14/02/2024
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;2.32;2.33;2.30;2.33;"14/02/2024 17:39";CET;806;1861.88;2.33;14/02/2024
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;154.00;154.00;154.00;154.00;"14/02/2024 11:30";CET;4;616.00;154.00;14/02/2024
"EXAIL TECHNOLOGIES";FR0000062671;EXA;"Euronext Paris";EUR;21.10;21.45;21.10;21.20;"14/02/2024 17:35";CET;6193;131350.10;21.20;14/02/2024
"EXCLUSIVE NETWORKS";FR0014005DA7;EXN;"Euronext Paris";EUR;18.70;18.80;18.70;18.74;"14/02/2024 17:35";CET;43702;819527.80;18.74;14/02/2024
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;57.20;57.40;56.80;57.00;"14/02/2024 17:35";CET;109;6219.20;57.00;14/02/2024
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;109.00;109.00;107.00;107.00;"14/02/2024 17:23";CET;44;4748.00;107.00;14/02/2024
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2.00;2.00;2.00;2.00;"14/02/2024 09:00";CET;25;50.00;2.00;14/02/2024
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-;15.80;14/02/2024
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.062;0.062;0.062;0.062;"13/02/2024 14:20";CET;164;10.17;0.062;14/02/2024
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;14.00;14.00;14.00;14.00;"17/01/2024 16:35";CET;239;3346.00;14.00;14/02/2024
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.476;0.476;0.476;0.476;"14/02/2024 11:30";CET;10;4.76;0.476;14/02/2024
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;38.70;38.84;38.58;38.64;"14/02/2024 17:35";CET;172139;6661366.40;38.64;14/02/2024
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1690.00;1690.00;1690.00;1690.00;"13/02/2024 16:30";CET;1;1690.00;1690.00;14/02/2024
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;0.92;0.968;0.83;0.863;"14/02/2024 17:35";CET;816865;731070.151;0.863;14/02/2024
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;28.00;28.00;28.00;28.00;"14/02/2024 11:30";CET;1;28.00;28.00;14/02/2024
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;184.00;184.00;184.00;184.00;"14/02/2024 11:30";CET;1;184.00;184.00;14/02/2024
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;5.72;5.74;5.66;5.66;"14/02/2024 17:35";CET;4792;27302.86;5.66;14/02/2024
"FILL UP MEDIA";FR001400AEM6;ALFUM;"Euronext Growth Paris";EUR;6.94;6.96;6.94;6.96;"14/02/2024 11:21";CET;16;111.34;6.96;14/02/2024
"FIN.ETANG BERRE";FR0000062341;BERR;"Euronext Paris";EUR;11.20;11.20;11.20;11.20;"18/09/2023 16:30";CET;10;112.00;10.10;14/02/2024
"FIN.OUEST AFRICAIN";SN0000033192;FOAF;"Euronext Paris";EUR;58.00;58.00;58.00;58.00;"08/03/2023 11:49";CET;129;7482.00;58.00;14/02/2024
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;0.092;0.092;0.092;0.092;"14/02/2024 16:30";CET;137;12.604;0.092;14/02/2024
FINATIS;FR0000035123;FNTS;"Euronext Paris";EUR;2.92;2.92;2.92;2.92;"01/08/2023 13:59";CET;502;1465.84;2.92;14/02/2024
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"14/02/2024 16:46";CET;35183;24628.10;0.70;14/02/2024
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0.112;0.112;0.112;0.112;"14/02/2024 17:05";CET;118;13.216;0.112;14/02/2024
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;33.40;33.40;33.40;33.40;"28/06/2023 16:41";CET;433;14462.20;33.40;14/02/2024
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;19.70;19.75;19.70;19.75;"14/02/2024 14:04";CET;41;809.70;19.75;14/02/2024
FLORENTAISE;FR001400GO75;ALFLO;"Euronext Growth Paris";EUR;2.1295;2.1295;1.9996;1.9998;"14/02/2024 14:54";CET;833;1680.4044;1.9998;14/02/2024
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;23.56;23.80;23.36;23.66;"14/02/2024 17:36";CET;13662;322246.86;23.66;14/02/2024
FNPTECHNOLOGIESSA;FR0013230067;MLFNP;"Euronext Access Paris";EUR;0.25;0.25;0.25;0.25;"26/01/2024 11:30";CET;10;2.50;0.25;14/02/2024
FOCUSENTERTAINMENT;FR0012419307;ALFOC;"Euronext Growth Paris";EUR;13.64;13.64;13.28;13.44;"14/02/2024 17:35";CET;39552;529897.18;13.44;14/02/2024
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;0.615;0.615;0.615;0.615;"17/10/2023 11:30";CET;65;39.98;0.615;14/02/2024
"FONCIERE EURIS";FR0000038499;EURS;"Euronext Paris";EUR;0.11;0.11;0.11;0.11;"13/02/2024 16:30";CET;3501;385.11;0.11;14/02/2024
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;36.10;36.10;36.10;36.10;"14/02/2024 09:00";CET;1;36.10;36.10;14/02/2024
"FONCIERE LYONNAISE";FR0000033409;FLY;"Euronext Paris";EUR;68.60;69.00;68.00;68.00;"14/02/2024 17:35";CET;92;6286.40;68.00;14/02/2024
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;4.10;4.10;4.10;4.10;"12/12/2023 16:30";CET;30;123.00;4.10;14/02/2024
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;7.50;7.50;7.50;7.50;"13/02/2024 11:30";CET;20;150.00;7.50;14/02/2024
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;650.00;650.00;650.00;650.00;"09/02/2024 11:30";CET;5;3250.00;650.00;14/02/2024
"FORSEE POWER";FR0014005SB3;FORSE;"Euronext Paris";EUR;2.40;2.42;2.365;2.38;"14/02/2024 17:22";CET;6775;16244.47;2.38;14/02/2024
FORVIA;FR0000121147;FRVIA;"Euronext Paris";EUR;15.56;15.61;15.335;15.475;"14/02/2024 17:35";CET;1012943;15687856.195;15.475;14/02/2024
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;115.00;115.50;112.00;112.50;"14/02/2024 17:35";CET;484;54940.50;112.50;14/02/2024
"FRANCAISE ENERGIE";FR0013030152;FDE;"Euronext Paris";EUR;43.90;44.00;43.50;43.55;"14/02/2024 17:35";CET;32668;1424113.85;43.55;14/02/2024
"FRANCE SOIR GROUPE";FR0013222346;MLFSG;"Euronext Access Paris";EUR;0.005;0.005;0.005;0.005;"24/05/2022 11:30";CET;269;1.35;0.005;14/02/2024
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0.03;0.03;0.03;0.03;"12/02/2024 16:30";CET;633;18.99;0.03;14/02/2024
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;3.56;3.56;3.45;3.45;"14/02/2024 17:35";CET;10423;36488.865;3.45;14/02/2024
FREY;FR0010588079;FREY;"Euronext Paris";EUR;26.80;26.80;26.80;26.80;"14/02/2024 16:30";CET;239;6405.20;26.80;14/02/2024
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;94.50;94.50;94.50;94.50;"16/01/2024 11:30";CET;1;94.50;94.50;14/02/2024
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;0.73;0.73;0.73;0.73;"31/01/2024 16:30";CET;47;34.31;0.73;14/02/2024
GALIMMO;FR0000030611;GALIM;"Euronext Paris";EUR;15.10;15.10;15.10;15.10;"14/02/2024 11:30";CET;1;15.10;15.10;14/02/2024
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;3.51;3.55;3.51;3.51;"14/02/2024 14:01";CET;4655;16459.86;3.51;14/02/2024
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;96.00;97.50;95.00;95.00;"12/02/2024 14:07";CET;70;6708.00;95.00;14/02/2024
GAUSSIN;FR0013495298;ALGAU;"Euronext Growth Paris";EUR;0.34;0.34;0.32;0.3214;"14/02/2024 17:35";CET;93193;30385.4302;0.3214;14/02/2024
"GEA GRENOBL.ELECT.";FR0000053035;GEA;"Euronext Paris";EUR;93.00;93.00;93.00;93.00;"14/02/2024 09:43";CET;76;7068.00;93.00;14/02/2024
"GECI INTL";FR001400M1R1;ALGEC;"Euronext Growth Paris";EUR;2.1395;2.1765;2.00;2.1765;"14/02/2024 17:12";CET;6562;13726.4805;2.1765;14/02/2024
GECINA;FR0010040865;GFC;"Euronext Paris";EUR;95.45;96.60;95.00;95.70;"14/02/2024 17:35";CET;127581;12221619.35;95.70;14/02/2024
"GENERAL ELECTRIC";US3696043013;GNE;"Euronext Paris";EUR;131.00;135.50;131.00;135.50;"14/02/2024 17:29";CET;828;109846.00;135.50;14/02/2024
GENEURO;CH0308403085;GNRO;"Euronext Paris";EUR;1.11;1.12;1.07;1.10;"14/02/2024 16:11";CET;8783;9673.245;1.10;14/02/2024
GENFIT;FR0004163111;GNFT;"Euronext Paris";EUR;3.48;3.54;3.45;3.54;"14/02/2024 17:35";CET;62722;218731.445;3.54;14/02/2024
GENOWAY;FR0004053510;ALGEN;"Euronext Growth Paris";EUR;4.11;4.24;4.11;4.13;"14/02/2024 17:24";CET;6149;25601.30;4.13;14/02/2024
"GENSIGHT BIOLOGICS";FR0013183985;SIGHT;"Euronext Paris";EUR;0.399;0.40;0.3905;0.3955;"14/02/2024 17:35";CET;28117;11162.7625;0.3955;14/02/2024
"GENTLEMENS EQUITY";PTGVE1AE0009;MLGEQ;"Euronext Access Paris";EUR;0.021;0.021;0.021;0.021;"06/02/2024 11:30";CET;50000;1050.00;0.021;14/02/2024
"GETLINK SE";FR0010533075;GET;"Euronext Paris";EUR;15.275;15.34;15.19;15.30;"14/02/2024 17:35";CET;505196;7722882.265;15.30;14/02/2024
GEVELOT;FR0000033888;ALGEV;"Euronext Growth Paris";EUR;228.00;230.00;228.00;230.00;"14/02/2024 16:30";CET;12;2740.00;230.00;14/02/2024
"GL EVENTS";FR0000066672;GLO;"Euronext Paris";EUR;21.20;21.70;21.00;21.60;"14/02/2024 17:35";CET;34553;739094.95;21.60;14/02/2024
"GLASS TO POWER A";IT0005454167;MLGLA;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;48.00;14/02/2024
"GLASS TO POWER B";IT0005454175;MLGLB;"Euronext Access Paris";EUR;4.80;4.80;4.80;4.80;"11/09/2023 16:30";CET;71;340.80;4.80;14/02/2024
"GLASS TO POWER WAR";IT0005454134;MLGLW;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;50.00;14/02/2024
"GLOBAL BIOENERGIES";FR0011052257;ALGBE;"Euronext Growth Paris";EUR;2.01;2.01;1.972;1.99;"14/02/2024 17:35";CET;5694;11321.066;1.99;14/02/2024
"GLOBAL PIELAGO";ES0105537007;MLNDG;"Euronext Access Paris";EUR;4.92;4.92;4.92;4.92;"16/04/2021 00:00";CET;-;-;4.92;14/02/2024
"GOLD BY GOLD";FR0011208693;ALGLD;"Euronext Growth Paris";EUR;1.03;1.13;1.03;1.13;"14/02/2024 16:30";CET;501;516.13;1.13;14/02/2024
"GPE GROUP PIZZORNO";FR0010214064;GPE;"Euronext Paris";EUR;56.80;57.80;56.80;57.00;"14/02/2024 15:28";CET;231;13204.40;57.00;14/02/2024
"GPE PAROT (AUTO)";FR0013204070;ALPAR;"Euronext Growth Paris";EUR;8.25;8.25;8.25;8.25;"14/02/2024 12:15";CET;23;189.75;8.25;14/02/2024
"GRAINES VOLTZ";FR0000065971;GRVO;"Euronext Paris";EUR;27.95;28.00;27.00;27.00;"14/02/2024 17:35";CET;108;3015.80;27.00;14/02/2024
GROLLEAU;FR0014005ZM5;ALGRO;"Euronext Growth Paris";EUR;5.10;5.10;5.08;5.08;"14/02/2024 10:25";CET;196;996.10;5.08;14/02/2024
"GROUPE BERKEM";FR00140069V2;ALKEM;"Euronext Growth Paris";EUR;2.37;2.38;2.36;2.37;"14/02/2024 17:35";CET;2849;6753.08;2.37;14/02/2024
"GROUPE CARNIVOR";FR0000076960;MLGRC;"Euronext Access Paris";EUR;26.00;26.00;26.00;26.00;"17/01/2024 16:30";CET;20;520.00;26.00;14/02/2024
"GROUPE CRIT";FR0000036675;CEN;"Euronext Paris";EUR;73.40;74.00;73.20;74.00;"14/02/2024 17:29";CET;387;28424.00;74.00;14/02/2024
"GROUPE GUILLIN";FR0012819381;ALGIL;"Euronext Growth Paris";EUR;30.95;31.00;30.85;31.00;"14/02/2024 15:53";CET;1259;39012.75;31.00;14/02/2024
"GROUPE JAJ";FR0004010338;GJAJ;"Euronext Paris";EUR;1.21;1.21;1.21;1.21;"14/02/2024 11:32";CET;613;741.73;1.21;14/02/2024
"GROUPE LDLC";FR0000075442;ALLDL;"Euronext Growth Paris";EUR;17.78;18.10;17.68;17.84;"14/02/2024 17:29";CET;6568;117565.50;17.84;14/02/2024
"GROUPE OKWIND";FR0013439627;ALOKW;"Euronext Growth Paris";EUR;19.10;19.10;18.65;18.65;"14/02/2024 17:29";CET;4261;80243.15;18.65;14/02/2024
"GROUPE PARTOUCHE";FR0012612646;PARP;"Euronext Paris";EUR;21.70;21.70;21.50;21.60;"14/02/2024 15:23";CET;1227;26604.00;21.60;14/02/2024
"GROUPE PLUS-VALUES";FR0010529719;MLPVG;"Euronext Access Paris";EUR;0.01;0.01;0.01;0.01;"18/03/2013 15:00";CET;20000;200.00;0.01;14/02/2024
"GROUPE SFPI";FR0004155000;SFPI;"Euronext Paris";EUR;1.836;1.85;1.836;1.842;"14/02/2024 12:27";CET;1740;3207.64;1.842;14/02/2024
"GROUPE TERA";FR0013429404;ALGTR;"Euronext Growth Paris";EUR;5.14;5.40;5.14;5.40;"14/02/2024 17:35";CET;656;3489.62;5.40;14/02/2024
GROUPIMO;FR0014000RP6;ALIMO;"Euronext Growth Paris";EUR;0.45;0.45;0.45;0.45;"01/02/2024 11:30";CET;109;49.05;0.45;14/02/2024
"GT BIOPHARMA INC";US36254L2097;GTBP;"Euronext Paris";EUR;9.35;9.35;9.35;9.35;"24/12/2020 11:30";CET;12;116.05;9.35;14/02/2024
GTT;FR0011726835;GTT;"Euronext Paris";EUR;128.00;131.30;126.00;129.00;"14/02/2024 17:35";CET;87055;11259550.00;129.00;14/02/2024
"GUANDAO PUER INVES";LU1840650458;MLGDI;"Euronext Access Paris";EUR;0.454;0.454;0.454;0.454;"23/05/2022 11:30";CET;403;182.96;0.454;14/02/2024
GUERBET;FR0000032526;GBT;"Euronext Paris";EUR;27.80;29.00;27.25;29.00;"14/02/2024 17:35";CET;37422;1052144.70;29.00;14/02/2024
GUILLEMOT;FR0000066722;GUI;"Euronext Paris";EUR;4.975;4.98;4.85;4.98;"14/02/2024 17:35";CET;6611;32519.155;4.98;14/02/2024
"HAFFNER ENERGY";FR0014007ND6;ALHAF;"Euronext Growth Paris";EUR;0.501;0.52;0.50;0.50;"14/02/2024 17:37";CET;33759;17076.148;0.50;14/02/2024
"HAMILTON GLOBAL OP";GB00BMDXQ672;ALHGO;"Euronext Growth Paris";EUR;48.80;48.80;48.80;48.80;"14/02/2024 09:00";CET;1;48.80;48.80;14/02/2024
"HAULOTTE GROUP";FR0000066755;PIG;"Euronext Paris";EUR;2.56;2.71;2.50;2.70;"14/02/2024 17:35";CET;70065;181431.14;2.70;14/02/2024
HDF;FR0014003VY4;HDF;"Euronext Paris";EUR;9.58;9.78;9.53;9.68;"14/02/2024 17:37";CET;3436;33153.82;9.68;14/02/2024
"HEALTHCARE ACTIVOS";ES0105498002;MLHAY;"Euronext Access Paris";EUR;1.30580;1.30580;1.30580;1.30580;"30/09/2020 00:00";CET;-;-;1.33;14/02/2024
HERIGE;FR0000066540;ALHRG;"Euronext Growth Paris";EUR;29.80;30.10;29.50;29.50;"14/02/2024 16:43";CET;1060;31467.40;29.50;14/02/2024
"HERMES INTL";FR0000052292;RMS;"Euronext Paris";EUR;2116.00;2161.00;2111.00;2144.50;"14/02/2024 17:36";CET;38672;82852038.00;2144.50;14/02/2024
HEXAOM;FR0004159473;ALHEX;"Euronext Growth Paris";EUR;19.10;19.50;19.05;19.20;"14/02/2024 17:35";CET;3636;70134.95;19.20;14/02/2024
"HF COMPANY";FR0000038531;ALHF;"Euronext Growth Paris";EUR;5.80;5.80;5.72;5.76;"14/02/2024 17:27";CET;440;2540.54;5.76;14/02/2024
"HIGH CO";FR0000054231;HCO;"Euronext Paris";EUR;2.73;2.73;2.65;2.70;"14/02/2024 17:35";CET;58566;157997.71;2.70;14/02/2024
"HIPAY GROUP";FR0012821916;ALHYP;"Euronext Growth Paris";EUR;7.06;7.10;6.96;7.10;"14/02/2024 17:23";CET;104;729.88;7.10;14/02/2024
HITECHPROS;FR0010396309;ALHIT;"Euronext Growth Paris";EUR;16.50;16.50;16.50;16.50;"12/02/2024 11:30";CET;26;429.00;16.50;14/02/2024
HK;DE000A11Q133;MLHK;"Euronext Access Paris";EUR;115.00;115.00;115.00;115.00;"14/02/2024 16:30";CET;84;9660.00;115.00;14/02/2024
"HOCHE BAINS L.BAIN";FR0000051302;MLHBB;"Euronext Access Paris";EUR;63.00;63.00;63.00;63.00;"13/02/2024 11:30";CET;2;126.00;63.00;14/02/2024
HOFFMANN;FR0013451044;ALHGR;"Euronext Growth Paris";EUR;9.64;10.00;9.56;9.90;"14/02/2024 17:35";CET;17599;171496.41;9.90;14/02/2024
"HOME CONCEPT";FR0012336691;MLHCF;"Euronext Access Paris";EUR;16.30;16.30;16.30;16.30;"02/02/2024 11:30";CET;5;81.50;16.30;14/02/2024
HOPENING;FR0010312181;MLHPE;"Euronext Access Paris";EUR;8.25;8.25;8.25;8.25;"23/01/2024 16:30";CET;20;165.00;8.25;14/02/2024
HOPIUM;FR0014000U63;ALHPI;"Euronext Growth Paris";EUR;0.0506;0.0523;0.0481;0.0485;"14/02/2024 16:48";CET;112331;5654.6842;0.0485;14/02/2024
"HOPSCOTCH GROUPE";FR0000065278;ALHOP;"Euronext Growth Paris";EUR;18.15;18.30;18.15;18.30;"14/02/2024 16:14";CET;585;10665.15;18.30;14/02/2024
"HOT.MAJESTIC CANNE";FR0006226791;MLHMC;"Euronext Access Paris";EUR;4600.00;4600.00;4600.00;4600.00;"17/10/2023 16:30";CET;1;4600.00;4600.00;14/02/2024
"HOTELES BESTPRICE";ES0105664009;MLHBP;"Euronext Access Paris";EUR;3.24;3.24;3.24;3.24;"31/01/2024 11:30";CET;2;6.48;3.24;14/02/2024
HOTELIM;FR0000053738;MLHOT;"Euronext Access Paris";EUR;21.20;21.20;21.20;21.20;"14/02/2024 16:30";CET;191;4049.20;21.20;14/02/2024
